sample_id,depth,nrs_trip_code,nrs_sample_code,amplicon,g__Chattonella_abundance_20K,g__Heterosigma_abundance_20K,g__Pseudochattonella_abundance_20K,g__Trichodesmium_abundance_20K,s__Noctiluca_scintillans_abundance_20K
102.100.100/34757,10.0,YON20161012,YON20161012_10,27f519r_bacteria,,,,25,
102.100.100/34758,20.0,YON20161012,YON20161012_20,18Sv4F18Sv4R_v4_eukaryote,,,22,,
102.100.100/34758,20.0,YON20161012,YON20161012_20,27f519r_bacteria,,,,11,
102.100.100/34759,26.0,YON20161012,YON20161012_26,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/34759,26.0,YON20161012,YON20161012_26,27f519r_bacteria,,,,32,
102.100.100/34760,0.0,YON20161108,YON20161108_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/34760,0.0,YON20161108,YON20161108_0,27f519r_bacteria,,,,194,
102.100.100/34761,10.0,YON20161108,YON20161108_10,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/34761,10.0,YON20161108,YON20161108_10,27f519r_bacteria,,,,75,
102.100.100/34763,26.0,YON20161108,YON20161108_26,27f519r_bacteria,,,,61,
102.100.100/34764,0.0,YON20161207,YON20161207_0,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/34764,0.0,YON20161207,YON20161207_0,27f519r_bacteria,,,,530,
102.100.100/34765,10.0,YON20161207,YON20161207_10,18Sv4F18Sv4R_v4_eukaryote,,,12,,
102.100.100/34765,10.0,YON20161207,YON20161207_10,27f519r_bacteria,,,,121,
102.100.100/34766,20.0,YON20161207,YON20161207_20,27f519r_bacteria,,,,90,
102.100.100/34767,26.0,YON20161207,YON20161207_26,18Sv4F18Sv4R_v4_eukaryote,,,15,,
102.100.100/34767,26.0,YON20161207,YON20161207_26,27f519r_bacteria,,,,62,
102.100.100/34768,0.0,YON20170120,YON20170120_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34768,0.0,YON20170120,YON20170120_0,27f519r_bacteria,,,,70,
102.100.100/34769,10.0,YON20170120,YON20170120_10,18Sv4F18Sv4R_v4_eukaryote,,,2,,2
102.100.100/34769,10.0,YON20170120,YON20170120_10,27f519r_bacteria,,,,12,
102.100.100/34770,20.0,YON20170120,YON20170120_20,27f519r_bacteria,,,,9,
102.100.100/34771,26.0,YON20170120,YON20170120_26,27f519r_bacteria,,,,8,
102.100.100/34773,10.0,DAR20160724_0130,DAR20160724_0130_10,18Sv4F18Sv4R_v4_eukaryote,,,,,8
102.100.100/34774,21.0,DAR20160724_0130,DAR20160724_0130_21,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/34775,0.0,DAR20160724_0430,DAR20160724_0430_0,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/34776,10.0,DAR20160724_0430,DAR20160724_0430_10,18Sv4F18Sv4R_v4_eukaryote,,,,,10
102.100.100/34779,10.0,DAR20160724_0730,DAR20160724_0730_10,18Sv4F18Sv4R_v4_eukaryote,,,,,6
102.100.100/34780,18.0,DAR20160724_0730,DAR20160724_0730_18,18Sv4F18Sv4R_v4_eukaryote,,,1,,13
102.100.100/34781,0.0,DAR20160723,DAR20160723_0,18Sv4F18Sv4R_v4_eukaryote,,,,,9
102.100.100/34782,10.0,DAR20160723,DAR20160723_10,18Sv4F18Sv4R_v4_eukaryote,,,,,5
102.100.100/34784,0.0,DAR20161107,DAR20161107_0,27f519r_bacteria,,,,16,
102.100.100/34785,10.0,DAR20161107,DAR20161107_10,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/34785,10.0,DAR20161107,DAR20161107_10,27f519r_bacteria,,,,15,
102.100.100/34786,15.0,DAR20161107,DAR20161107_15,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34786,15.0,DAR20161107,DAR20161107_15,27f519r_bacteria,,,,2,
102.100.100/34787,0.0,MAI20160428,MAI20160428_0,18Sv4F18Sv4R_v4_eukaryote,,,,,4
102.100.100/34789,20.0,MAI20160428,MAI20160428_20,18Sv4F18Sv4R_v4_eukaryote,,,,,2
102.100.100/34792,85.0,MAI20160428,MAI20160428_85,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/34793,0.0,MAI20160630,MAI20160630_0,18Sv4F18Sv4R_v4_eukaryote,,1,5,,
102.100.100/34794,10.0,MAI20160630,MAI20160630_10,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/34795,20.0,MAI20160630,MAI20160630_20,18Sv4F18Sv4R_v4_eukaryote,,1,5,,4
102.100.100/34796,50.0,MAI20160630,MAI20160630_50,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/34797,75.0,MAI20160630,MAI20160630_75,18Sv4F18Sv4R_v4_eukaryote,,1,6,,
102.100.100/34798,85.0,MAI20160630,MAI20160630_85,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/34799,0.0,MAI20160720,MAI20160720_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,1
102.100.100/34800,10.0,MAI20160720,MAI20160720_10,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/34801,20.0,MAI20160720,MAI20160720_20,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/34803,75.0,MAI20160720,MAI20160720_75,18Sv4F18Sv4R_v4_eukaryote,,1,7,,
102.100.100/34804,85.0,MAI20160720,MAI20160720_85,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/34805,0.0,MAI20160831,MAI20160831_0,18Sv4F18Sv4R_v4_eukaryote,,18,3,,216
102.100.100/34806,10.0,MAI20160831,MAI20160831_10,18Sv4F18Sv4R_v4_eukaryote,,,,,61
102.100.100/34807,20.0,MAI20160831,MAI20160831_20,18Sv4F18Sv4R_v4_eukaryote,,3,,,16
102.100.100/34808,50.0,MAI20160831,MAI20160831_50,18Sv4F18Sv4R_v4_eukaryote,,,,,22
102.100.100/34811,0.0,MAI20161117,MAI20161117_0,18Sv4F18Sv4R_v4_eukaryote,,1,10,,10893
102.100.100/34812,10.0,MAI20161117,MAI20161117_10,18Sv4F18Sv4R_v4_eukaryote,,1,46,,2032
102.100.100/34813,20.0,MAI20161117,MAI20161117_20,18Sv4F18Sv4R_v4_eukaryote,,1,11,,1573
102.100.100/34814,50.0,MAI20161117,MAI20161117_50,18Sv4F18Sv4R_v4_eukaryote,,,25,,176
102.100.100/34815,75.0,MAI20161117,MAI20161117_75,18Sv4F18Sv4R_v4_eukaryote,,,,,169
102.100.100/34816,85.0,MAI20161117,MAI20161117_85,18Sv4F18Sv4R_v4_eukaryote,,,,,12
102.100.100/34817,10.0,KAI20160915,KAI20160915_10,18Sv4F18Sv4R_v4_eukaryote,,,,,88
102.100.100/34818,20.0,KAI20160915,KAI20160915_20,18Sv4F18Sv4R_v4_eukaryote,,,2,,33
102.100.100/34819,50.0,KAI20160915,KAI20160915_50,18Sv4F18Sv4R_v4_eukaryote,,,2,,30
102.100.100/34820,75.0,KAI20160915,KAI20160915_75,18Sv4F18Sv4R_v4_eukaryote,,,5,,58
102.100.100/34821,100.0,KAI20160915,KAI20160915_100,18Sv4F18Sv4R_v4_eukaryote,,,192,,2
102.100.100/34822,0.0,KAI20161118,KAI20161118_0,18Sv4F18Sv4R_v4_eukaryote,,,200,,4
102.100.100/34823,10.0,KAI20161118,KAI20161118_10,18Sv4F18Sv4R_v4_eukaryote,,,151,,
102.100.100/34824,20.0,KAI20161118,KAI20161118_20,18Sv4F18Sv4R_v4_eukaryote,,,135,,
102.100.100/34825,50.0,KAI20161118,KAI20161118_50,18Sv4F18Sv4R_v4_eukaryote,,,74,,
102.100.100/34826,75.0,KAI20161118,KAI20161118_75,18Sv4F18Sv4R_v4_eukaryote,,,49,,2
102.100.100/34827,100.0,KAI20161118,KAI20161118_100,18Sv4F18Sv4R_v4_eukaryote,,,43,,
102.100.100/35355,0.0,DAR20170202_2130,DAR20170202_2130_0,18Sv4F18Sv4R_v4_eukaryote,,16,,,97
102.100.100/35356,10.0,DAR20170202_2130,DAR20170202_2130_10,18Sv4F18Sv4R_v4_eukaryote,,,,,109
102.100.100/35356,10.0,DAR20170202_2130,DAR20170202_2130_10,27f519r_bacteria,,,,1,
102.100.100/35357,19.5,DAR20170202_2130,DAR20170202_2130_19.5,18Sv4F18Sv4R_v4_eukaryote,,,,,258
102.100.100/35358,0.0,DAR20170203_0630,DAR20170203_0630_0,18Sv4F18Sv4R_v4_eukaryote,,9,,,31
102.100.100/35359,10.0,DAR20170203_0630,DAR20170203_0630_10,18Sv4F18Sv4R_v4_eukaryote,,2,,,17
102.100.100/35360,18.0,DAR20170203_0630,DAR20170203_0630_18,18Sv4F18Sv4R_v4_eukaryote,,,,,7
102.100.100/35361,0.0,DAR20170203_0330,DAR20170203_0330_0,18Sv4F18Sv4R_v4_eukaryote,,13,,,34
102.100.100/35362,10.0,DAR20170203_0330,DAR20170203_0330_10,18Sv4F18Sv4R_v4_eukaryote,,,,,221
102.100.100/35363,19.5,DAR20170203_0330,DAR20170203_0330_19.5,18Sv4F18Sv4R_v4_eukaryote,,,,,155
102.100.100/35364,0.0,DAR20170203_0030,DAR20170203_0030_0,18Sv4F18Sv4R_v4_eukaryote,,15,,,290
102.100.100/35365,10.0,DAR20170203_0030,DAR20170203_0030_10,18Sv4F18Sv4R_v4_eukaryote,,8,,,243
102.100.100/35366,18.5,DAR20170203_0030,DAR20170203_0030_18.5,18Sv4F18Sv4R_v4_eukaryote,,,,,209
102.100.100/35367,0.0,DAR20170516,DAR20170516_0,18Sv4F18Sv4R_v4_eukaryote,,3,1,,260
102.100.100/35368,10.0,DAR20170516,DAR20170516_10,18Sv4F18Sv4R_v4_eukaryote,,3,4,,56
102.100.100/35369,17.0,DAR20170516,DAR20170516_17,18Sv4F18Sv4R_v4_eukaryote,,,,,103
102.100.100/35372,15.0,DAR20170715_0630,DAR20170715_0630_15,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35373,0.0,DAR20170714_2130,DAR20170714_2130_0,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/35374,10.0,DAR20170714_2130,DAR20170714_2130_10,18Sv4F18Sv4R_v4_eukaryote,,,9,,3
102.100.100/35375,17.0,DAR20170714_2130,DAR20170714_2130_17,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/35376,0.0,DAR20170715_0030,DAR20170715_0030_0,18Sv4F18Sv4R_v4_eukaryote,,,6,,8
102.100.100/35377,10.0,DAR20170715_0030,DAR20170715_0030_10,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/35379,0.0,DAR20170715_0330,DAR20170715_0330_0,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35380,10.0,DAR20170715_0330,DAR20170715_0330_10,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/35382,0.0,KAI20170315,KAI20170315_0,18Sv4F18Sv4R_v4_eukaryote,,,26,,15
102.100.100/35383,10.0,KAI20170315,KAI20170315_10,18Sv4F18Sv4R_v4_eukaryote,,,33,,
102.100.100/35384,20.0,KAI20170315,KAI20170315_20,18Sv4F18Sv4R_v4_eukaryote,,,6,,15
102.100.100/35385,50.0,KAI20170315,KAI20170315_50,18Sv4F18Sv4R_v4_eukaryote,,,5,,8
102.100.100/35386,75.0,KAI20170315,KAI20170315_75,18Sv4F18Sv4R_v4_eukaryote,,,4,,71
102.100.100/35387,100.0,KAI20170315,KAI20170315_100,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/35388,0.0,KAI20170518,KAI20170518_0,18Sv4F18Sv4R_v4_eukaryote,,,74,,
102.100.100/35389,10.0,KAI20170518,KAI20170518_10,18Sv4F18Sv4R_v4_eukaryote,,,78,,
102.100.100/35390,20.0,KAI20170518,KAI20170518_20,18Sv4F18Sv4R_v4_eukaryote,,,56,,
102.100.100/35391,50.0,KAI20170518,KAI20170518_50,18Sv4F18Sv4R_v4_eukaryote,,,61,,
102.100.100/35392,75.0,KAI20170518,KAI20170518_75,18Sv4F18Sv4R_v4_eukaryote,,,25,,
102.100.100/35394,0.0,MAI20160927,MAI20160927_0,18Sv4F18Sv4R_v4_eukaryote,,1,23,,5586
102.100.100/35395,10.0,MAI20160927,MAI20160927_10,18Sv4F18Sv4R_v4_eukaryote,,7,39,,601
102.100.100/35396,20.0,MAI20160927,MAI20160927_20,18Sv4F18Sv4R_v4_eukaryote,,20,56,,123
102.100.100/35397,50.0,MAI20160927,MAI20160927_50,18Sv4F18Sv4R_v4_eukaryote,,,,,9
102.100.100/35398,75.0,MAI20160927,MAI20160927_75,18Sv4F18Sv4R_v4_eukaryote,,3,,,25
102.100.100/35399,85.0,MAI20160927,MAI20160927_85,18Sv4F18Sv4R_v4_eukaryote,,,,,2
102.100.100/35400,0.0,MAI20170104,MAI20170104_0,18Sv4F18Sv4R_v4_eukaryote,,,30,,3
102.100.100/35401,10.0,MAI20170104,MAI20170104_10,18Sv4F18Sv4R_v4_eukaryote,,1,35,,
102.100.100/35402,20.0,MAI20170104,MAI20170104_20,18Sv4F18Sv4R_v4_eukaryote,,1,21,,
102.100.100/35403,50.0,MAI20170104,MAI20170104_50,18Sv4F18Sv4R_v4_eukaryote,,,29,,
102.100.100/35404,75.0,MAI20170104,MAI20170104_75,18Sv4F18Sv4R_v4_eukaryote,,,2,,5
102.100.100/35406,0.0,MAI20170223,MAI20170223_0,18Sv4F18Sv4R_v4_eukaryote,,6,45,,1
102.100.100/35407,10.0,MAI20170223,MAI20170223_10,18Sv4F18Sv4R_v4_eukaryote,,4,23,,
102.100.100/35408,20.0,MAI20170223,MAI20170223_20,18Sv4F18Sv4R_v4_eukaryote,,6,16,,
102.100.100/35409,50.0,MAI20170223,MAI20170223_50,18Sv4F18Sv4R_v4_eukaryote,,1,14,,
102.100.100/35410,75.0,MAI20170223,MAI20170223_75,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35411,85.0,MAI20170223,MAI20170223_85,18Sv4F18Sv4R_v4_eukaryote,,1,1,,
102.100.100/35412,0.0,MAI20170323,MAI20170323_0,18Sv4F18Sv4R_v4_eukaryote,,5,19,,35
102.100.100/35413,10.0,MAI20170323,MAI20170323_10,18Sv4F18Sv4R_v4_eukaryote,,,11,,15
102.100.100/35414,20.0,MAI20170323,MAI20170323_20,18Sv4F18Sv4R_v4_eukaryote,,2,14,,14
102.100.100/35415,50.0,MAI20170323,MAI20170323_50,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/35416,75.0,MAI20170323,MAI20170323_75,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/35417,85.0,MAI20170323,MAI20170323_85,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35418,0.0,MAI20170412,MAI20170412_0,18Sv4F18Sv4R_v4_eukaryote,,78,30,,3
102.100.100/35419,10.0,MAI20170412,MAI20170412_10,18Sv4F18Sv4R_v4_eukaryote,,39,1,,6
102.100.100/35420,20.0,MAI20170412,MAI20170412_20,18Sv4F18Sv4R_v4_eukaryote,,63,15,,6
102.100.100/35421,50.0,MAI20170412,MAI20170412_50,18Sv4F18Sv4R_v4_eukaryote,,26,10,,6
102.100.100/35422,75.0,MAI20170412,MAI20170412_75,18Sv4F18Sv4R_v4_eukaryote,,7,5,,3
102.100.100/35423,85.0,MAI20170412,MAI20170412_85,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35424,0.0,MAI20170601,MAI20170601_0,18Sv4F18Sv4R_v4_eukaryote,,1,13,,1
102.100.100/35424,0.0,MAI20170601,MAI20170601_0,27f519r_bacteria,,,,36,
102.100.100/35425,10.0,MAI20170601,MAI20170601_10,18Sv4F18Sv4R_v4_eukaryote,,1,9,,
102.100.100/35426,20.0,MAI20170601,MAI20170601_20,18Sv4F18Sv4R_v4_eukaryote,,2,5,,
102.100.100/35427,50.0,MAI20170601,MAI20170601_50,18Sv4F18Sv4R_v4_eukaryote,,1,7,,
102.100.100/35429,85.0,MAI20170601,MAI20170601_85,18Sv4F18Sv4R_v4_eukaryote,,1,4,,
102.100.100/35430,0.0,MAI20170626,MAI20170626_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35431,10.0,MAI20170626,MAI20170626_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35432,20.0,MAI20170626,MAI20170626_20,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35433,50.0,MAI20170626,MAI20170626_50,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35434,75.0,MAI20170626,MAI20170626_75,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35435,85.0,MAI20170626,MAI20170626_85,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35436,0.0,MAI20170801,MAI20170801_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,10
102.100.100/35437,10.0,MAI20170801,MAI20170801_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35438,20.0,MAI20170801,MAI20170801_20,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/35439,50.0,MAI20170801,MAI20170801_50,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/35440,75.0,MAI20170801,MAI20170801_75,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/35442,0.0,NSI20170217,NSI20170217_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35442,0.0,NSI20170217,NSI20170217_0,27f519r_bacteria,,,,831,
102.100.100/35443,10.0,NSI20170217,NSI20170217_10,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/35443,10.0,NSI20170217,NSI20170217_10,27f519r_bacteria,,,,631,
102.100.100/35444,20.0,NSI20170217,NSI20170217_20,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35444,20.0,NSI20170217,NSI20170217_20,27f519r_bacteria,,,,105,
102.100.100/35445,30.0,NSI20170217,NSI20170217_30,27f519r_bacteria,,,,37,
102.100.100/35446,40.0,NSI20170217,NSI20170217_40,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/35446,40.0,NSI20170217,NSI20170217_40,27f519r_bacteria,,,,8,
102.100.100/35447,50.0,NSI20170217,NSI20170217_50,18Sv4F18Sv4R_v4_eukaryote,,,,,40
102.100.100/35447,50.0,NSI20170217,NSI20170217_50,27f519r_bacteria,,,,2,
102.100.100/35448,0.0,NSI20170424,NSI20170424_0,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/35448,0.0,NSI20170424,NSI20170424_0,27f519r_bacteria,,,,170,
102.100.100/35449,10.0,NSI20170424,NSI20170424_10,18Sv4F18Sv4R_v4_eukaryote,,,8,,1
102.100.100/35449,10.0,NSI20170424,NSI20170424_10,27f519r_bacteria,,,,300,
102.100.100/35450,20.0,NSI20170424,NSI20170424_20,18Sv4F18Sv4R_v4_eukaryote,,,14,,
102.100.100/35450,20.0,NSI20170424,NSI20170424_20,27f519r_bacteria,,,,371,
102.100.100/35451,30.0,NSI20170424,NSI20170424_30,27f519r_bacteria,,,,87,
102.100.100/35452,40.0,NSI20170424,NSI20170424_40,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/35452,40.0,NSI20170424,NSI20170424_40,27f519r_bacteria,,,,11,
102.100.100/35453,50.0,NSI20170424,NSI20170424_50,27f519r_bacteria,,,,4,
102.100.100/35455,10.0,NSI20170516,NSI20170516_10,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35455,10.0,NSI20170516,NSI20170516_10,27f519r_bacteria,,,,2,
102.100.100/35456,20.0,NSI20170516,NSI20170516_20,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/35456,20.0,NSI20170516,NSI20170516_20,27f519r_bacteria,,,,7,
102.100.100/35459,50.0,NSI20170516,NSI20170516_50,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35460,0.0,NSI20170627,NSI20170627_0,18Sv4F18Sv4R_v4_eukaryote,,,3,,2
102.100.100/35461,10.0,NSI20170627,NSI20170627_10,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/35462,20.0,NSI20170627,NSI20170627_20,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35463,30.0,NSI20170627,NSI20170627_30,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35464,40.0,NSI20170627,NSI20170627_40,27f519r_bacteria,,,,1,
102.100.100/35466,0.0,NSI20170717,NSI20170717_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35467,10.0,NSI20170717,NSI20170717_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35469,30.0,NSI20170717,NSI20170717_30,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/35470,40.0,NSI20170717,NSI20170717_40,18Sv4F18Sv4R_v4_eukaryote,,,5,,3
102.100.100/35471,50.0,NSI20170717,NSI20170717_50,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35472,0.0,PHB20120311,PHB20120311_0,18Sv4F18Sv4R_v4_eukaryote,,38,5,,
102.100.100/35472,0.0,PHB20120311,PHB20120311_0,27f519r_bacteria,,,,3,
102.100.100/35473,10.0,PHB20120311,PHB20120311_10,18Sv4F18Sv4R_v4_eukaryote,,5,4,,
102.100.100/35474,25.0,PHB20120311,PHB20120311_25,18Sv4F18Sv4R_v4_eukaryote,,13,5,,
102.100.100/35475,50.0,PHB20120311,PHB20120311_50,18Sv4F18Sv4R_v4_eukaryote,,1,2,,1
102.100.100/35477,100.0,PHB20120311,PHB20120311_100,18Sv4F18Sv4R_v4_eukaryote,,1,,,
102.100.100/35478,0.0,PHB20170321,PHB20170321_0,18Sv4F18Sv4R_v4_eukaryote,,17,2,,221
102.100.100/35479,10.0,PHB20170321,PHB20170321_10,18Sv4F18Sv4R_v4_eukaryote,,8,,,54
102.100.100/35479,10.0,PHB20170321,PHB20170321_10,27f519r_bacteria,,,,1,
102.100.100/35481,50.0,PHB20170321,PHB20170321_50,18Sv4F18Sv4R_v4_eukaryote,,,,,3
102.100.100/35482,75.0,PHB20170321,PHB20170321_75,18Sv4F18Sv4R_v4_eukaryote,,,,,12
102.100.100/35483,100.0,PHB20170321,PHB20170321_100,18Sv4F18Sv4R_v4_eukaryote,,,,,5
102.100.100/35483,100.0,PHB20170321,PHB20170321_100,27f519r_bacteria,,,,1,
102.100.100/35484,0.0,PHB20170419,PHB20170419_0,18Sv4F18Sv4R_v4_eukaryote,,,21,,
102.100.100/35484,0.0,PHB20170419,PHB20170419_0,27f519r_bacteria,,,,359,
102.100.100/35486,25.0,PHB20170419,PHB20170419_25,18Sv4F18Sv4R_v4_eukaryote,,2,,,
102.100.100/35486,25.0,PHB20170419,PHB20170419_25,27f519r_bacteria,,,,17,
102.100.100/35489,100.0,PHB20170419,PHB20170419_100,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35490,0.0,PHB20170517,PHB20170517_0,27f519r_bacteria,,,,2,
102.100.100/35491,10.0,PHB20170517,PHB20170517_10,18Sv4F18Sv4R_v4_eukaryote,,1,2,,21
102.100.100/35492,25.0,PHB20170517,PHB20170517_25,18Sv4F18Sv4R_v4_eukaryote,,2,2,,
102.100.100/35493,50.0,PHB20170517,PHB20170517_50,18Sv4F18Sv4R_v4_eukaryote,,1,3,,
102.100.100/35495,100.0,PHB20170517,PHB20170517_100,18Sv4F18Sv4R_v4_eukaryote,,,2,,27
102.100.100/35496,0.0,PHB20170614,PHB20170614_0,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/35497,10.0,PHB20170614,PHB20170614_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35498,25.0,PHB20170614,PHB20170614_25,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35499,50.0,PHB20170614,PHB20170614_50,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/35500,75.0,PHB20170614,PHB20170614_75,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35502,0.0,PHB20170716,PHB20170716_0,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/35503,10.0,PHB20170716,PHB20170716_10,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35504,25.0,PHB20170716,PHB20170716_25,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35505,50.0,PHB20170716,PHB20170716_50,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35508,0.0,ROT20161214,ROT20161214_0,18Sv4F18Sv4R_v4_eukaryote,,,215,,
102.100.100/35508,0.0,ROT20161214,ROT20161214_0,27f519r_bacteria,,,,5,
102.100.100/35509,10.0,ROT20161214,ROT20161214_10,18Sv4F18Sv4R_v4_eukaryote,,,40,,2
102.100.100/35509,10.0,ROT20161214,ROT20161214_10,27f519r_bacteria,,,,12,
102.100.100/35510,20.0,ROT20161214,ROT20161214_20,18Sv4F18Sv4R_v4_eukaryote,,,153,,1
102.100.100/35510,20.0,ROT20161214,ROT20161214_20,27f519r_bacteria,,,,27,
102.100.100/35511,30.0,ROT20161214,ROT20161214_30,18Sv4F18Sv4R_v4_eukaryote,,,71,,2
102.100.100/35511,30.0,ROT20161214,ROT20161214_30,27f519r_bacteria,,,,2,
102.100.100/35512,40.0,ROT20161214,ROT20161214_40,18Sv4F18Sv4R_v4_eukaryote,,,78,,
102.100.100/35513,46.0,ROT20161214,ROT20161214_46,18Sv4F18Sv4R_v4_eukaryote,,,50,,2
102.100.100/35514,0.0,ROT20170120,ROT20170120_0,18Sv4F18Sv4R_v4_eukaryote,,,137,,
102.100.100/35514,0.0,ROT20170120,ROT20170120_0,27f519r_bacteria,,,,68,
102.100.100/35515,10.0,ROT20170120,ROT20170120_10,18Sv4F18Sv4R_v4_eukaryote,,,210,,
102.100.100/35515,10.0,ROT20170120,ROT20170120_10,27f519r_bacteria,,,,21,
102.100.100/35516,20.0,ROT20170120,ROT20170120_20,18Sv4F18Sv4R_v4_eukaryote,,,58,,
102.100.100/35516,20.0,ROT20170120,ROT20170120_20,27f519r_bacteria,,,,4,
102.100.100/35517,30.0,ROT20170120,ROT20170120_30,18Sv4F18Sv4R_v4_eukaryote,,,90,,
102.100.100/35517,30.0,ROT20170120,ROT20170120_30,27f519r_bacteria,,,,3,
102.100.100/35518,40.0,ROT20170120,ROT20170120_40,18Sv4F18Sv4R_v4_eukaryote,,,16,,
102.100.100/35518,40.0,ROT20170120,ROT20170120_40,27f519r_bacteria,,,,1,
102.100.100/35519,46.0,ROT20170120,ROT20170120_46,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/35519,46.0,ROT20170120,ROT20170120_46,27f519r_bacteria,,,,11,
102.100.100/35520,0.0,ROT20170303,ROT20170303_0,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35520,0.0,ROT20170303,ROT20170303_0,27f519r_bacteria,,,,7,
102.100.100/35521,10.0,ROT20170303,ROT20170303_10,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/35521,10.0,ROT20170303,ROT20170303_10,27f519r_bacteria,,,,4,
102.100.100/35522,20.0,ROT20170303,ROT20170303_20,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35522,20.0,ROT20170303,ROT20170303_20,27f519r_bacteria,,,,14,
102.100.100/35523,30.0,ROT20170303,ROT20170303_30,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/35523,30.0,ROT20170303,ROT20170303_30,27f519r_bacteria,,,,1,
